n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
semi_246;CORIS1980_2000;NARRAT;NARRATTrRacconti;semisepolti ;semi;sepolto;bonded;se-pol-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Attenuation;Attenuation_Extension;"                                       dal terreno tronchi smozzicati ; il resto era una distesa deserta e appena ondulata , disseminata di oggetti < semisepolti > e di edifici in rovina che affioravano come teschi ingialliti . Il russo guardà² a destra , a sinistra , poi si girà² di                               "
mezzo_137;MONITOR2011_13;NARRAT;NARRAT;mezzo seppellire ;mezzo;seppellito;debonded;sep-pel-li-to;4;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Attenuation;Attenuation_Extension;                       Dnepr : scesero dai veicoli e si appostarono in un basso bunker di cemento , un ex posto di guardia dei militari russi , ora < mezzo seppellito > nelle lande innevate della steppa . In quel punto posizionarono i lanciarazzi e i fucili di precisione , esaminando la                               
semi_4;MONITOR2001_04;STAMPA;STAMPA;semiserio ;semi;serio;bonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;Attenuation;Attenuation_Extension;                                : la mamma , lo psicoanalista , il migliore amico , un improbabile principe azzurro e altri ancora . Uno spettacolo < semiserio > , ironico , che alterna canzoni inedite a grandi successi , eseguiti dal vivo con un Trio di musicisti . TEATRO DEI SATIRI                           
semi_101;CORIS1980_2000;STAMPA;STAMPAPeriodici;semiserio ;semi;serio;bonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;Attenuation;Attenuation_Extension;                               rassegnatevi a raccoglierne i cocci tra le forre del Mugello . E non dite che non ne sapevate niente . Una letterina < semiseria > , questa , vi aveva avvertito in tempo . ( 24.10.1997 ) NewMedia Internet a tutta reclame BUSINESS . CRESCE LA PUBBLICITà€                            
semi_123;MONITOR2005_07;MISC;MISC;semiserio ;semi;serio;bonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;KinCategorization;KinCategorization;                               tempo libero , Beha scrive un libro , Sono stato io : mezzo diario , mezzo romanzo autobiografico intorno_all ' idea < semiseria > di un attentato a Berlusconi . Lo pubblica , nel settembre 2004 , l ' editore milanese Marco Tropea : 10 mila copie                                  
semi_274;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semiserio ;semi;serio;bonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;KinCategorization;KinCategorization;"                         Jung WASHINGTON CHISSà€ se il 1997 sarà  ricordato per la caduta della Borsa oppure per l ' ascesa di Lorenzo Lotto "" , dice < semiserio > David Brown , il curatore di "" Lorenzo Lotto : la riscoperta di un maestro del Rinascimento "" , la grande mostra aperta da                           "
semi_276;MONITOR2011_13;STAMPA;STAMPA;semiserio ;semi;serio;bonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;KinCategorization;KinCategorization;                           occhi , e adesso lo possiamo chiamare per nome . * Medici , ricette , molecole e nomi commerciali * * Possibili risvolti < semiseri > delle nuove regole per la prescrizione * S ono curioso di vedere che cosa scriveranno i medici sulle ricette , quando                                
mezzo_91;MONITOR2005_07;MISC;MISC;mezzo serio ;mezzo;serio;debonded;se-rio;2;simple;adjective;attributive/appositive;behaviour;maximum_standard;Attenuation;Attenuation;                             nel Medio Oriente sono una crociata del Bene contro il Male e non un ' avventura di petrolieri . Questo tipo di guerra < mezzo seria > e mezzo per finta , seria come politica per finta come intervento militare , à¨ stato ereditato da Berlusconi dai                                     
mezzo_84;MONITOR2001_04;NARRAT;NARRAT;mezzo sfasciare ;mezzo;sfasciato;debonded;sfa-scia-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                                 fra le borse di una donna filippina che le stava accanto e le valigie ingombranti di un ragazzo con uno skateboard < mezzo sfasciato > fra le gambe . Guardava fuori_del finestrino e sperava di fare presto , anche_se nessuno l ' aspettava , perchà©                                      
mezzo_159;MONITOR2005_07;STAMPA;STAMPA;mezzo sfasciato ;mezzo;sfasciato;debonded;sfa-scia-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Attenuation;Attenuation_Extension;"                               gli regalano un ' edizione tascabile del libro . Nel 1891 sceglie un mausoleo di cui à¨ rimasta una minuscola capanna < mezza sfasciata > ; alla fine dell ' anno ha una ricaduta e gli si congestiona il polmone destro . Muore la sera del 26 marzo 1892 . Viene                             "
mezzo_26;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sfondare ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                         cala . La luce filtra debole da una finestra . La vecchia siede in un angolo in_fondo_alla stanza , su una sedia di paglia < mezza sfondata > . Poche povere cose : una panca malmessa , un tavolo , tizzoni che ricordano un fuoco recente in un camino annerito dalla                            
mezzo_49;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sfondato ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;"                           della mia torcia illumina ora quel che celavano le sue spalle mentre eravamo seduti uno di_fronte_all ' altro : un banco < mezzo sfondato > ed una serie di fotografie appese ad asciugare . Le condizioni del vecchio non sono preoccupanti ; sembra stia dormendo                              "
mezzo_132;MONITOR2005_07;NARRAT;NARRAT;mezzo sfondare ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;"                              scritto a mano esposto in vetrina . "" Regalano buste imbottite usate . "" Apre le borse e mi mostra una serie di buste < mezze sfondate > e un malloppo di plastica a bolle tutto spiaccicato e ingiallito . Le guardo , sentendo svanire tutta l ' eccitazione . ""                            "
mezzo_153;MONITOR2011_13;NARRAT;NARRAT;mezzo sfondato ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                          C ' erano solo graminacee alte due metri e erba secca . Resisteva solo un tronchetto della felicità  invasato . Una sdraio < mezza sfondata > riposava all ' ombra di una tettoia di legno . Per terra una tazzina di caffà¨ . Mentre Rocco osservava quei particolari ,                            
mezzo_169;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo sfondato ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                           estremità  . Sul lato opposto della stanza si trovava una poltrona marrone dello stesso tipo , con i braccioli consunti e < mezza sfondata > Davanti_all unica finestra della stanza , tra divano e poltrona , pendevano delle tendine di pizzo grigio , e                                        
mezzo_275;MONITOR2011_13;NARRAT;NARRAT;mezzo sfondato ;mezzo;sfondato;debonded;sfon-da-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                                 appese carte geografiche del Pakistan e mappe della città  di Abbottabad . C ' erano vecchie poltrone in similpelle < mezzo sfondate > con braccioli di metallo , che i miei compagni avevano spostato da un lato , accanto_ad alcune piante di plastica , per                              
mezzo_139;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sfondo ;mezzo;sfondo;debonded;sfon-do;2;simple;adjective;predicative;relational;maximum_standard;Proximative;Proximative;                            campo di sterminio , pesavano come un colpo e avevano sempre almeno una ruota inceppata . Altri ancora erano ulcerati o < mezzi sfondi > e Tizio riconobbe la stessa ferita dei cestini , che costringeva la vetroresina a rivelare la sua vera natura , filacci                              
mezzo_243;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo sgombro ;mezzo;sgombro;debonded;sgom-bro;2;conv_Vpart;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;"                               del giardino , ci fece ripetuti cenni di saluto e tornà² infreddolito dalla nebbia mattutina nella sua abitazione già  < mezza sgombra > , seguito dal cane che saltava e abbaiava . A me sembrà² d ' aver lasciato un brano di vita ed esperienza ; credevo di                                "
mezzo_278;CORIS1980_2000;STAMPA;STAMPAPeriodici;mezzo slavo ;mezzo;slavo;debonded;sla-vo;2;simple;adjective;attributive/appositive;social;non-scalar;Attenuation;Attenuation_Extension;                            , come Le marlboro di Sarajevo , ho visto film straordinari , come Underground , ho ascoltato le storie della mia nonna < mezza slava > - e nonostante tutto cià² mi sembra di aver compreso poco o nulla , di continuare a stringere gli occhi in una nebbia                                 
mezzo_295;MONITOR2008_10;NARRAT;NARRAT;mezzo smantellato ;mezzo;smantellato;debonded;sman-tel-la-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                            spedito i visitatori al parco rotaie anzichà© al parco billette . Uno dei tanti divertimenti nel luna park arrugginito , < mezzo smantellato > adesso , ma trent ' anni fa ci lavoravano ventimila persone , il mercato in piena espansione , l ' Occidente che riproduce                           
mezzo_225;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo snob ;mezzo;snob;debonded;snob;1;;adjective;;;non-scalar;Attenuation;Attenuation;                          statura del fato ? E ' veramente predestinata ? Ormus , che all ' inizio la trovà² maligna , à¨ arrivato a vederla come una < mezza snob > e una mezza ciarlatana , una mezza drop - out e una mezza squilibrata , pià¹ inconsistente che losca , una stregadesigner                             
mezzo_269;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo soffocato ;mezzo;soffocato;debonded;sof-fo-ca-to;4;conv_Vpart;participle_adj;predicative_secundary;body;maximum_standard;Proximative;Proximative;                  avere paura Yvonne . Non à¨ niente . Non c ' à¨ bisogno di avere paura ! Poi la crisi si calmà² . Potà© respirare un poco , ma sempre < mezzo soffocata > , con gli occhi stralunati , la testa rovesciata . Continuava a combattere , incapace , tuttavia , anche solo per un                                 
semi_121;CORIS1980_2000;PRACC;PRACCVolumi;semisolido ;semi;solido;bonded;so-li-do;3;simple;adjective;attributive/appositive;material;maximum_standard;KinCategorization;KinCategorization;                                cioà¨ non vi à¨ identità  antigenica fra le due specie molecolari . Una variante del metodo di precipitazione in mezzo < semisolido > fu introdotta da Mancini nel 1965 e fu chiamata immunodiffusione radiale semplice . In questo caso , l ' antisiero viene                             
semi_9;CORIS1980_2000;PRACC;PRACCRiviste;semisommergibile ;semi;sommergibile;bonded;som-mer-gi-bi-le;5;suff_V;adjective;attributive/appositive;relational;non-scalar;Proximative;Proximative;                       - che hanno anche nomi da fumetti , come Perro Negro , Castoro , Scarabeo , Ragno . In dettaglio , si tratta di una nave gru < semisommergibile > - formata da due scafi , come un catamarano - lunga quasi 200 metri e larga 87. Pesa 67 mila tonnellate con una capacità  di                          
semi_152;CORIS1980_2000;NARRAT;NARRATTrRomanzi;semisommersa ;semi;sommerso;bonded;som-mer-so;3;conv_Vpart;participle_adj;predicative_secundary;spatial;maximum_standard;Proximative;Proximative;"                           "" Sottomarino "" era il nome dato alla zattera che , appesantita espressamente con pezzi di ferro , navigava quasi sempre < semisommersa > . La zavorra era stata sapientemente calcolata per tenerla al limite del galleggiamento , quando fosse rimasta                                       "
mezzo_100;MONITOR2001_04;STAMPA;STAMPA;mezzo sommerso ;mezzo;sommerso;debonded;som-mer-so;3;conv_Vpart;participle_adj;predicative_subj;spatial;maximum_standard;Proximative;Proximative;                           point Cosà¬ muoiono due bimbi iracheni DOHA ( Camp As Sayliyah ) - La notizia non ha fatto molta strada ieri ed à¨ rimasta < mezza sommersa > in un mare di dispacci su fatti pià¹ importanti : Mosul liberata , i saccheggi , Bagdad nel caos . Quello che à¨ accaduto a                            
mezzo_37;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo sordo ;mezzo;sordo;debonded;sor-do;2;simple;adjective;attributive/appositive;body;maximum_standard;Proximative;Proximative;                         un po ' per tutta quella premura . Luigin intanto si era avvicinato alla sua vecchia nel canto del focolare , povera donna < mezza sorda > e insensata , e le urlava nelle orecchie . Lei annuiva con una specie di mugolio , ma in modo meccanico , che chissà  cosa                            
semi_182;CORIS1980_2000;NARRAT;NARRATVaria;semisotterraneo ;semi;sotterraneo;bonded;sot-ter-ra-ne-o;5;simple;adjective;attributive/appositive;spatial;maximum_standard;Attenuation;Attenuation_Extension;                            erano . Non che mi aspettassi tappeti e lampadari di cristallo , conoscendo ormai il personaggio , ma neppure un locale < semisotterraneo > protetto da una saracinesca . Suono il campanello quasi anonimo e mi appare un gentile signore . Come entro nell ' ampio                             
